,id,original_title,title,original_language,overview,tagline,release_date,poster_path,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name,profit
125,630240,Titane,Titane,fr,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",,2021-07-14,/wY7jeCdbhWuYao4WHI51pc51a9b.jpg,903,6.5,6600000,5115725,108,Released,False,/zEddiBK6yZNUGVnmBJzmnYcEWiR.jpg,"Drama, Horror, Thriller",,,-1484275
128,396535,부산행,Train to Busan,ko,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",Life-or-death survival begins.,2016-07-20,/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,5939,7.8,8500000,87547518,118,Released,False,/fVpFOcQyHJM2di9upgSIwWD5wac.jpg,"Action, Horror, Science Fiction, Thriller",619537.0,Train to Busan Collection,79047518
160,6537,El orfanato,The Orphanage,es,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",A tale of love.  A story of horror.,2007-05-20,/vIpi1KtHLXUOfSVC2m6MqpjSPgL.jpg,2442,7.2,3400000,78638987,105,Released,False,/ljDBlVJXicjh3TwsECxQwY6Ts3l.jpg,"Drama, Horror, Thriller",,,75238987
182,8329,[REC],[REC],es,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,One witness. One camera,2007-11-23,/5XsVGgo8I12v3KlPcD0r1CNHMC6.jpg,3576,7.2,1500000,32511655,78,Released,False,/sYZPRfv7OvtS8KOvZ5OojOaiI7F.jpg,"Horror, Mystery",74508.0,[REC] Collection,31011655
213,581392,반도,Peninsula,ko,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,Escape the apocalypse.,2020-07-15,/eeqvAzCccAZOhU3RfbvHB3s44S6.jpg,1971,6.8,17000000,39657073,116,Released,False,/d2UxKyaJ5GgzuHaSsWinFfv3g6L.jpg,"Action, Horror, Thriller",619537.0,Train to Busan Collection,22657073
283,185341,[REC] 4: Apocalipsis,[REC]⁴ Apocalypse,es,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",It’s time to leave.,2014-10-31,/sD6LX35RwyDzMDAunn89MBZFnFv.jpg,935,5.5,3000000,4915757,95,Released,False,/vWzAeUQo7aP7cR6wUOrsK0YdWw7.jpg,"Horror, Thriller",74508.0,[REC] Collection,1915757
290,614696,#살아있다,#Alive,ko,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",You must survive.,2020-06-24,/zqf711LsnQ5CcW3rISFw2t7OYzb.jpg,1365,7.3,6300000,13416285,98,Released,False,/hWpVSEMWDvG49ezvpksnS5BSnvB.jpg,"Action, Horror, Thriller",,,7116285
297,59429,パラノーマル・アクティビティ 第2章 TOKYO NIGHT,Paranormal Activity: Tokyo Night,ja,"Koichi takes care of his sister, who has recently returned from a trip abroad in the United States as she is not well. While caring for her, he records evidence of ghosts in their home.",The nightmare continue...,2010-11-20,/mh7j7XlYWo82UnQGhsxcuyolzp.jpg,360,6.0,1350000,4160000,91,Released,False,/1S6HTRZ8HwuIM8KVNOaycN5WxwX.jpg,"Horror, Thriller",,,2810000
344,80280,[REC]³ Génesis,[REC]³ Genesis,es,A pair of newlyweds must fight to survive when their wedding reception descends into chaos and carnage when their guests become infected by a virus that turns them into hungry zombies.,You may kiss the bride.,2012-03-30,/tI1534q0Up7PBcLdXdFerLmIXn3.jpg,1221,5.2,6400000,11019975,80,Released,False,/zw2fVaoOajJc5wcbESvAUsCXimU.jpg,Horror,74508.0,[REC] Collection,4619975
376,9539,Martyrs,Martyrs,fr,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",They haven’t finished being alive.,2008-09-03,/5ftw4H7jvp6wYhlp8HsuF4N66RM.jpg,2142,7.4,6500000,1100000,99,Released,False,/n8zvKDOUy4JwIzQArjoVBhVaPDp.jpg,"Drama, Horror, Thriller",,,-5400000
442,1017246,Cracked,Cracked,th,"Ruja inherited the painting from her deceased father and hired Tim, an art restorer to repair it, but they don't know that this invaluable art came with invaluable horror.",,2022-02-24,/oagzq2MOUoxWpQjttENx2cODLhh.jpg,11,6.4,3000000,6000000,93,Released,False,/19zaH0qvNqhmXCCGXZqI1cqM3hz.jpg,"Horror, Thriller",,,3000000
446,10664,[REC]²,[REC]²,es,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",Fear Revisited,2009-09-15,/gWmIqmhb6B6bmL6EPX4sVx0jO02.jpg,1652,6.6,5600000,18469680,85,Released,False,/svZPLmBwYHjlwDwHkZz4EotpXqx.jpg,"Horror, Thriller",74508.0,[REC] Collection,12869680
482,315011,シン・ゴジラ,Shin Godzilla,ja,"When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",God help us,2016-07-29,/9TdP3lOYereXW6lJp3ayPkB8muP.jpg,866,7.1,15000000,77947607,120,Released,False,/9nyToPG5mhfm4KiPGChu35jH9QZ.jpg,"Action, Horror, Science Fiction",,,62947607
486,517302,Pahanhautoja,Hatching,fi,"12 year old Tinja is desperate to please her mother, a woman obsessed with presenting the image of a perfect family. One night, Tinja finds a strange egg. What hatches is beyond belief.",She's coming out of her shell,2022-03-04,/jgJACjJIpcbFfEEmEglinfQWQPO.jpg,142,6.4,3896000,490000,91,Released,False,/bnXGwFBomUseQIc9Xqiymy9p8qP.jpg,"Fantasy, Horror",,,-3406000
510,4552,"장화, 홍련",A Tale of Two Sisters,ko,"A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",Our sorrow was conceived long before our birth.,2003-06-13,/l3exwhwyGE0NnHJ3lFQ7eXoBSkH.jpg,904,7.1,15050245,1062878,115,Released,False,/tM7uHa2Km5gSakooTQsZLwit3PK.jpg,"Drama, Horror, Mystery",,,-13987367
528,208763,Вий,Forbidden Empire,ru,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",The truth is in you,2014-01-30,/q0o9JQDp6PHY4zK0Aw1NHpyQyeo.jpg,244,5.9,26000000,34592118,128,Released,False,/d7SWh0taIIfWyO2Yuy2wrO6z6p6.jpg,"Adventure, Fantasy, Horror, Mystery, Science Fiction, Thriller",428046.0,Viy Collection,8592118
548,63311,La piel que habito,The Skin I Live In,es,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,,2011-08-17,/wlTHU4M3Hmkxntnfv4iVMeMnPg2.jpg,3601,7.5,13000000,33750478,120,Released,False,/oPxTkDKK2NcHcAEADATWiXKOkFw.jpg,"Drama, Horror, Thriller",,,20750478
562,1255,괴물,The Host,ko,"Following the dumping of gallons of toxic waste in the river, a giant mutated squid-like creature appears and begins attacking the populace. Gang-du's daughter Hyun-seo is snatched up by the creature; with his family to assist him, he sets off to find her.",Monsters are real.,2006-07-27,/dEDLY3KeghKFzks5nTDWdigVikr.jpg,2227,7.0,11000000,88489643,120,Released,False,/f8lQnoUG0UVK6xXOvfoP0alVJrW.jpg,"Drama, Horror, Science Fiction",,,77489643
597,2671,リング,Ringu,ja,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.","One curse, one cure, one week to find it",1998-01-30,/dTtWdsBZuyAs5HwDXSOdjRtHugI.jpg,1072,7.1,1200000,19400000,96,Released,False,/xSxVLvh8FAFDD68lx718E3hE2i3.jpg,"Horror, Thriller",93369.0,Ringu Collection,18200000
689,388045,La Leyenda del Chupacabras,The Legend of the Chupacabras,es,"Leo San Juan and his team of ""ghostbusters"" continue with their adventures, this time fighting against the mexican monster himself: ""El Chupacabras"".",,2016-10-21,/137StSquVSbMhLUB55kmRhMC8t8.jpg,111,7.2,1600000,5138140,81,Released,False,/3fEHPnm0KTyPWiZT6yEA3neLVHA.jpg,"Action, Adventure, Animation, Family, Fantasy, History, Horror",519564.0,Las Leyendas Collection,3538140
711,9669,リング 2,Ringu 2,ja,"While investigating the horrifying death of her boyfriend, Mai Takano learns about a videotape haunted by the spirit of a disturbing girl named Sadako, which kills anyone who watches it exactly one week later. When her boyfriend’s son, Yoichi, starts to develop the same psychic abilities as Sadako, Takano must find a way to keep the boy and herself from becoming the next victims.",,1999-01-23,/HREqYQWkGnH2viRQEXupCSX7ID.jpg,322,5.7,6000000,31365000,92,Released,False,/aOICqzE7mb8fu6N3fx0MPIWW0ps.jpg,"Horror, Mystery, Science Fiction",93369.0,Ringu Collection,25365000
762,393519,Grave,Raw,fr,"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.",What are you hungry for?,2016-11-11,/kc8jT1MAiKM0iwdjAwC5lQrTNry.jpg,2681,7.1,3500000,4100000,99,Released,False,/vh3EWQWWVkawKgKdrJUk00zKkXn.jpg,"Comedy, Drama, Horror",,,600000
770,420648,El bar,The Bar,es,"In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar.",Ordering coffee can cost your life,2017-02-15,/qqy6zdir0lk9nPBSAPP6ap3myO4.jpg,1149,6.3,6045750,3662671,102,Released,False,/6u6KIyDKojx7pGhCn0skRHdmqX3.jpg,"Comedy, Horror, Thriller",,,-2383079
772,467938,Revenge,Revenge,fr,Jen's romantic getaway with her wealthy married boyfriend is disrupted when his friends arrive for an impromptu hunting trip. Tension mounts at the house until the situation culminates in an unexpected way.,Why do women always have to put up a fight?,2017-01-25,/dZdsm8Z8irM3da7f7U1V3opk3sv.jpg,1457,6.4,2900000,692079,109,Released,False,/8XT1YtgLv0EQieawoadMIXxcvBL.jpg,"Action, Horror, Thriller",,,-2207921
785,11838,呪怨,Ju-on: The Grudge,ja,"Volunteer home-care worker Rika is assigned to visit a family, she is cursed and chased by two revengeful fiends: Kayako, a woman brutally murdered by her husband and her son Toshio. Each person that lives in or visits the haunted house is murdered or disappears.",When a grudge from the dead passes to the living - Who is safe?,2002-10-18,/oulszWeFpIBbbLZbkJNQiYRlcQs.jpg,610,6.7,3500000,3657876,92,Released,False,/7sK1fJTh6ndhI7gRg1L9VS4260r.jpg,Horror,1972.0,Ju-on Collection,157876
863,293670,곡성,The Wailing,ko,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,Never be tempted.,2016-05-12,/aXlL7yYwpXInhltamtzKQFBG08G.jpg,1313,7.3,10951000,49851770,155,Released,False,/hge97XAJgT6977lFTedreLPlZwh.jpg,"Horror, Mystery",,,38900770
873,46146,Trolljegeren,Troll Hunter,nb,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",You’ll believe it when you see it!,2010-10-29,/v2W5NEz0p9jPFzbbYt0dP86gsOX.jpg,1312,6.7,3500000,4159678,103,Released,False,/bXxRCUmmrqs4bUzAkU6axLUwUcE.jpg,"Fantasy, Horror",,,659678
974,207686,La casa del fin de los tiempos,The House at the End of Time,es,"The story of Dulce, a mother who has encounters with apparitions inside her old house. She must decipher a mystery that could trigger a prophecy: the death of her family.",There's no turning back.,2013-06-21,/92FQvweLxWVDstpEY2LPLi0kp9A.jpg,253,6.7,300000,4588899,101,Released,False,/ZIwr7usYLrVodguqdosMiXzJc5.jpg,"Drama, Fantasy, Horror",,,4288899
1003,2269,Дневной дозор,Day Watch,ru,"A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.",The second chapter in the epic fantasy trilogy,2006-01-01,/7IDo4kkWXb26kiGiCoBX3lAOjKb.jpg,434,6.1,4200000,42918532,145,Released,False,/qV34mKEiF63iyfc0X3mdayAp6ap.jpg,"Action, Fantasy, Horror, Thriller",3106.0,World of Watches Collection,38718532
1009,11075,オーディション,Audition,ja,"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be.",She always gets a part.,1999-10-06,/381efRw5TlwSD598QdiKUTQYr5p.jpg,1179,7.1,250000,359853,115,Released,False,/xmtmZc5aylqDMRKYlU8pmsgG0HF.jpg,"Drama, Horror",,,109853
1026,14451,Død snø,Dead Snow,no,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,"Eins, Zwei, Die!",2009-01-09,/sfwVo5cZJtO8VyDWTILDt4f69IT.jpg,922,6.0,800000,2166797,91,Released,False,/ZWzkZV8h4Ryhhb2cV49QOxxBds.jpg,"Comedy, Horror",286038.0,Dead Snow Collection,1366797
1054,1433,El espinazo del diablo,The Devil's Backbone,es,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",What is a ghost?,2001-04-20,/es3NIsfzm3rlyjzqDV2fCoJRwTX.jpg,967,7.3,4500000,6582065,108,Released,False,/9qJm5XhdgFWkHZIAwm7TurLxQIy.jpg,"Drama, Fantasy, Horror, Thriller",,,2082065
1091,9696,殺し屋1,Ichi the Killer,ja,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",Love really hurts.,2001-12-22,/k8j4YLZlda98dqp9ErymKzjYowG.jpg,733,7.0,1400010,80631,129,Released,False,/aw0EeseSr10dVUuY6Aiv6HhP8UW.jpg,"Action, Crime, Horror",,,-1319379
1167,9666,呪怨2,Ju-on: The Grudge 2,ja,"While driving , the pregnant horror-movie actress Kyôko Harase and her fiancé are in a car crash. She loses her baby and her fiancé winds up in a coma. Kyôko was cursed together with a television crew when they shot a show in the haunted house where Kayako was brutally murdered by her husband years ago. While each member of the team dies or disappears, Kyôko is informed that she has a three-and-a-half-month-old fetus in her womb.",,2003-08-15,/y5ASudUs59uweNDkjWPCO2ebR5o.jpg,249,6.3,20000000,70700000,92,Released,False,/9NACuGg0YkzNAUoRIxUSYFqfJ5m.jpg,"Horror, Thriller",1972.0,Ju-on Collection,50700000
1185,1679,ゴジラの逆襲,Godzilla Raids Again,ja,"Two fishing scout pilots make a horrifying discovery when they encounter a second Godzilla alongside a new monster named Anguirus. Without the weapon that killed the original, authorities attempt to lure Godzilla away from the mainland. But Anguirus soon arrives and the two monsters make their way towards Osaka as Japan braces for tragedy.",The great story of the terrifying spirits that rampage through Japan!,1955-04-24,/bBYdh9tDCyLaArBOzE38QCA7C3y.jpg,183,6.0,800000,1952653,82,Released,False,/xbKFQCZNK14gp9k6cFCwgp2OCtU.jpg,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",374509.0,Godzilla (Showa) Collection,1152653
1187,6312,Le Pacte des loups,Brotherhood of the Wolf,fr,"In 18th century France, the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",,2001-01-31,/7E0cNopVzqCz92lCsDsr6XoNWoy.jpg,1224,6.7,29000000,70752904,137,Released,False,/h0UUPwxnL5w0rYbKE0ZDzOhzBqO.jpg,"Action, Adventure, History, Horror",,,41752904
1191,314405,Il racconto dei racconti,Tale of Tales,it,The Queen of Selvascura risks everything to be a mother; the King of Roccaforte falls in love with the voice of a mysterious girl; the King of Altomonte becomes obsessed with a flea and neglects his daughter.,Desire. Envy. Obsession.,2015-05-14,/ryZsoaYmcEJsye6P5uo5thEjpqB.jpg,1463,6.4,12000000,5500277,134,Released,False,/UjxHQgV5LFEOBNVhZUbBcfl5pO.jpg,"Fantasy, Horror, Romance",,,-6499723
1197,28794,Quella villa accanto al cimitero,The House by the Cemetery,it,"After a doctor kills his mistress and himself while researching the mysterious previous owner of his Boston home, his colleague, Dr. Norman Boyle, takes over his research and moves his family from New York City to the Boston mansion. Soon after, Boyle's young son Bob becomes plagued by visions of a young girl, who warns him of the danger within the house.",Read the fine print. You may have just mortgaged your life.,1981-08-14,/9cX9N5ny8XtpVDfJu3Xlaap9cAA.jpg,294,6.1,786801,1845819,87,Released,False,/vvtvXshMXWRshE8STd6pT1eibbj.jpg,Horror,923500.0,Gates of Hell Trilogy,1059018
1207,13310,Låt den rätte komma in,Let the Right One In,sv,"Set in 1982 in the suburb of Blackeberg, Stockholm, twelve-year-old Oskar is a lonely outsider, bullied at school by his classmates; at home, Oskar dreams of revenge against a trio of bullies. He befriends his twelve-year-old, next-door neighbor Eli, who only appears at night in the snow-covered playground outside their building.",Eli is 12 years old. She’s been 12 for over 200 years and she just moved in next door.,2008-10-24,/4hezTKTuZMp0l2ufihKwPgLmfLg.jpg,2449,7.5,4000000,10785801,115,Released,False,/AdR5kqBpmB4lPpRLcBFKAhBKeqD.jpg,"Drama, Horror",,,6785801
1230,1678,ゴジラ,Godzilla,ja,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.","Godzilla, a weapon of science, a great battle of wonder and terror!",1954-11-03,/ixfHV61iRM4Jkgw0uI5ICtNwfmX.jpg,694,7.6,900000,2250000,96,Released,False,/tWeQvXUaFoS0IP5anj7pdRsP6xF.jpg,"Horror, Science Fiction, Thriller",374509.0,Godzilla (Showa) Collection,1350000
1286,123103,Aftershock,Aftershock,es,Mayhem and death follow when an earthquake traps a group of tourists in a Chilean town.,The only thing more terrifying than Mother Nature is human nature.,2012-09-12,/jbPqPMbJbhFttJy2joNVsO7a7Po.jpg,267,5.1,2000000,58510,89,Released,False,/vHrysJ0NEk26LQnZglu3yfZU5eS.jpg,"Horror, Thriller",,,-1941490
1314,36095,キュア,Cure,ja,"A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere...",Madness. Terror. Murder.,1997-12-27,/nLZ2AJFLtMoAAAD54mbT4exj1Wp.jpg,292,7.4,20000,99000,111,Released,False,/yvpfjDMyV2nT0WJ6r3vZEfig6p2.jpg,"Crime, Horror, Mystery, Thriller",,,79000
1323,12205,仄暗い水の底から,Dark Water,ja,A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak.,,2002-01-19,/u7FIePdOTjboDAjcaA9MabbzAuf.jpg,442,6.7,4000000,1686839,101,Released,False,/aMcMCy7q2j1volCKY0wp4qu4O1c.jpg,"Horror, Mystery",,,-2313161
1366,18897,Ne te retourne pas,Don't Look Back,fr,Panic attacks and memory loss signal the plight of a writer whose body is inexplicably being taken over by another woman.,,2009-06-03,/jPcOn2JyFFcWNbsRME8hXkvmMRT.jpg,167,5.6,13000000,2651917,110,Released,False,/98gWlgjCGZdY9niFND7ZkxyB2Vi.jpg,"Drama, Horror, Mystery, Thriller",,,-10348083
1378,10253,디 워,Dragon Wars,ko,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter.",They've made our world their battleground.,2007-02-08,/rEpvqWGu08coDLUpcpiz4sMoDYo.jpg,318,4.5,32000000,75108998,90,Released,False,/5WWqrUIGrCb1QvZtYVaSfZgUG8n.jpg,"Action, Drama, Fantasy, Horror, Science Fiction, Thriller",,,43108998
1516,27324,回路,Pulse,ja,"In the immense city of Tokyo, the darkness of the afterlife lurks some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",Do you want to meet a ghost?,2001-02-03,/7B92JUedDPxQrKzT53H3sokCi64.jpg,343,6.6,25000000,318451,119,Released,False,/2ffEo7Aifb0maJTzVY3FWOZqWp6.jpg,"Horror, Mystery, Thriller",,,-24681549
1540,9694,着信アリ,One Missed Call,ja,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives.",Death cannot be put on hold...,2003-11-03,/8ujSEEePCVMyi7Mt1RQMXd6SWmy.jpg,328,6.1,1700000,16200000,112,Released,False,/b2fhFhVrwgi36YCYshIrpxc2DjG.jpg,"Horror, Thriller",126580.0,One Missed Call Collection,14500000
1563,27431,Il gatto a nove code,The Cat o' Nine Tails,it,"A reporter and a blind, retired journalist try to solve a series of murders. The crimes are connected to experiments by a pharmaceutical company in secret research. The two end up becoming targets of the killer.",Caught between the truth and a murderer's hand!,1971-02-12,/zn8sMd8yonDEYUnNuApIhIvHJhP.jpg,324,6.7,1000000,1204739,112,Released,False,/lzH4a8ROLD5kfA2M6tdePzINPnk.jpg,"Horror, Mystery, Thriller",,,204739
1646,22536,박쥐,Thirst,ko,"Sang-hyun, a respected priest, volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life as a vampire. Now, Sang-hyun is torn between faith and bloodlust, and has a newfound desire for Tae-ju, the wife of his childhood friend.",Lusting after sinful pleasures.,2009-04-30,/sFgvkGpXLTydvHqBCXw54OB8R0h.jpg,686,7.0,5000000,13085023,134,Released,False,/oNdO2VSonWIZFZNC7O4bkuFTNOh.jpg,"Drama, Horror, Thriller",,,8085023
1678,18289,ゴジラvsビオランテ,Godzilla vs. Biollante,ja,"After the previous Godzilla attack, a miniature arms race ensues to collect his cells. Concerned over Godzilla's possible return, the Japanese government uses the cells to create a new bio-weapon, ANEB (Anti-Nuclear Energy Bacteria). They seeks the aid of geneticist Genshiro Shiragami, who's experiments result in a new mutation.",The winner of this battle would be the most enormous enemy against human beings.,1989-12-16,/tHchmbNaJNxp9vRGExvYg3dwMab.jpg,156,7.2,5000000,7000000,105,Released,False,/qpqKeG0TujGRHvk6bnvmoGGvVMN.jpg,"Action, Horror, Science Fiction",374511.0,Godzilla (Heisei) Collection,2000000
1686,513434,カメラを止めるな！,One Cut of the Dead,ja,"""Things go badly for a hack director and film crew shooting a low-budget zombie movie in an abandoned Japanese World War II facility, when they are attacked by real zombies."" Or, that's what it says on the tin, but this is the story of how it really happened...",Don't Stop Shooting!,2017-11-04,/rws34k2bqYVo2B5MkhKAbV8925j.jpg,544,7.7,30000,200000000,96,Released,False,/dWaYqEB884mCaTXTtK1OACaoSb1.jpg,"Comedy, Horror",668003.0,One Cut of the Dead Collection,199970000
1796,12561,ゴジラvsデストロイア,Godzilla vs. Destoroyah,ja,"A burning Godzilla, on the verge of meltdown, emerges to lay siege to Hong Kong. At the same time horrifying new organisms are discovered in Japan. These crustacean-like beings are seemingly born of the Oxygen Destroyer, the weapon that killed the original Godzilla.",,1995-12-09,/t28laxbteoyubkGPQZJFmrEEdGl.jpg,182,7.8,10000000,18000000,103,Released,False,/mTL72rHXjdwQYsfnuJC1Szbcckg.jpg,"Action, Horror, Science Fiction",374511.0,Godzilla (Heisei) Collection,8000000
1843,10086,C'est arrivé près de chez vous,Man Bites Dog,fr,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them.",A Killer Comedy,1992-08-20,/cT8XcigfWuD2hMZJJg6cXewv96F.jpg,707,7.3,33000,205569,96,Released,False,/eQgCRDokLbd4WkiaPUafUQrpFGB.jpg,"Comedy, Crime, Drama, Horror, Thriller",,,172569
1862,10389,見鬼,The Eye,cn,"A blind concert violinist gets a cornea transplant allowing her to see again. However, she gets more than she bargained for when she realizes her new eye can see ghosts. She sets out to find the origins of the cornea and discover the fate of its former host.",How can you believe your eyes when they're not yours?,2002-05-09,/cTtgcKrRWI0HNoHTwHF67x17Kk1.jpg,322,6.5,10706075,1766761,98,Released,False,/ipdFB5oqz2qQG57SdYmcUYTmCYN.jpg,Horror,264335.0,The Eye Collection,-8939314
1863,422715,Невеста,The Bride,ru,This is a story of a small town girl named Nastya. Her newly married husband Ivan drives her to his hometown to meet his family. Upon their arrival Nastya feels she made a wrong decision: she is surrounded by weird people and she sees creepy photos all around the house. Ivan disappears while his family prepares Nastya for a mysterious traditional Russian wedding ceremony. She struggles to calm herself down hoping all this will end and they will live happily ever after. Only if she stays alive...,,2017-01-19,/aKKanGgtgHxrdb1e7OKxbvpio04.jpg,311,5.9,1500000,6945256,90,Released,False,/me5utxTz6hlEgAeQisexKHP27ZU.jpg,"Horror, Mystery, Thriller",,,5445256
